"","id","neighbourhood_cleansed","latitude","longitude","room_type","accommodates","price","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable"
"8821",24041143,"Venice",33.99475,-118.47874,"Entire home/apt",6,"$923.00",TRUE,19,4.95,5,5,5,5,5,5,FALSE
"8822",24045238,"Hollywood Hills",34.11079,-118.34067,"Entire home/apt",6,"$1,250.00",TRUE,15,4.87,5,4.53,5,5,5,4.8,FALSE
"8823",24045563,"Los Feliz",34.10821,-118.28651,"Entire home/apt",4,"$115.00",TRUE,5,4.8,5,4.4,5,5,5,5,FALSE
"8824",24285661,"Del Aire",33.90677,-118.36591,"Entire home/apt",4,"$143.00",TRUE,108,4.96,4.91,4.91,4.94,4.96,4.86,4.9,FALSE
"8825",24101038,"El Monte",34.08387,-118.04292,"Private room",2,"$67.00",FALSE,34,4.76,4.85,4.79,5,4.97,4.79,4.76,FALSE
"8826",24105058,"Beverly Grove",34.08283,-118.36884,"Entire home/apt",2,"$115.00",TRUE,1,5,5,5,5,5,5,5,FALSE
"8827",24286113,"Montecito Heights",34.10214,-118.1839,"Entire home/apt",4,"$110.00",TRUE,35,4.94,5,4.83,5,5,4.89,4.89,TRUE
"8828",24286233,"Santa Monica",34.00934,-118.46035,"Entire home/apt",3,"$155.00",TRUE,78,4.87,4.82,4.81,4.99,4.92,4.92,4.72,TRUE
"8829",24105464,"Alhambra",34.09366,-118.13687,"Private room",2,"$44.00",TRUE,172,4.64,4.72,4.4,4.88,4.8,4.69,4.66,FALSE
"8830",24288933,"Northridge",34.2389,-118.50087,"Entire home/apt",2,"$148.00",TRUE,86,4.98,4.99,5,4.95,4.98,4.98,4.92,FALSE
"8831",24290817,"Beverly Grove",34.07238,-118.38854,"Private room",1,"$75.00",TRUE,5,5,5,4.8,5,5,5,5,FALSE
"8832",24347624,"Long Beach",33.77541,-118.18392,"Entire home/apt",4,"$75.00",TRUE,107,4.67,4.77,4.64,4.84,4.81,4.39,4.65,TRUE
"8833",24351277,"Eagle Rock",34.14323,-118.20156,"Entire home/apt",2,"$83.00",TRUE,79,4.82,4.9,4.95,4.92,4.96,4.96,4.88,TRUE
"8834",24106582,"Lawndale",33.88348,-118.35525,"Private room",3,"$71.00",TRUE,35,4.51,4.57,4.43,4.74,4.66,4.51,4.6,FALSE
"8835",24116473,"Malibu",34.037,-118.63886,"Entire home/apt",10,"$2,525.00",TRUE,30,5,5,4.93,4.97,5,5,4.73,FALSE
"8836",24352210,"Alhambra",34.07061,-118.13314,"Private room",2,"$274.00",TRUE,12,4.92,4.83,5,4.92,4.92,4.83,4.75,TRUE
"8837",24291086,"Sierra Madre",34.16852,-118.05373,"Entire home/apt",6,"$244.00",TRUE,104,4.92,4.95,4.94,4.94,4.92,4.99,4.89,FALSE
"8838",24301091,"Venice",33.99751,-118.47471,"Entire home/apt",5,"$219.00",TRUE,8,4.2,4.4,3.8,5,4.8,4.6,4,FALSE
"8839",24119173,"Hawthorne",33.90778,-118.3486,"Private room",2,"$87.00",TRUE,96,4.9,4.96,4.9,5,4.99,4.85,4.87,TRUE
"8840",24119490,"El Monte",34.0839,-118.04154,"Private room",2,"$66.00",FALSE,29,4.9,4.93,4.86,4.93,4.97,4.59,4.79,FALSE
"8841",24120594,"El Monte",34.08498,-118.04358,"Private room",2,"$66.00",FALSE,36,4.83,4.89,4.78,5,5,4.67,4.94,FALSE
"8842",24120706,"El Monte",34.08438,-118.04127,"Private room",2,"$70.00",FALSE,27,4.78,5,4.93,5,5,4.93,4.81,FALSE
"8843",24121016,"Eagle Rock",34.13213,-118.22125,"Entire home/apt",2,"$120.00",TRUE,53,4.92,4.96,4.96,4.98,5,4.85,4.79,TRUE
"8844",24307517,"Downtown",34.04375,-118.25294,"Entire home/apt",2,"$106.00",TRUE,16,4.81,5,4.89,4.89,5,4.67,4.89,FALSE
"8845",24307533,"Malibu",34.03639,-118.63653,"Entire home/apt",10,"$924.00",TRUE,72,4.79,4.73,4.82,4.89,4.87,4.82,4.61,FALSE
"8846",24352528,"Monterey Park",34.06841,-118.13359,"Private room",2,"$284.00",TRUE,28,4.93,4.86,4.96,4.89,4.93,4.89,4.93,TRUE
"8847",24352798,"Monterey Park",34.06876,-118.13292,"Private room",2,"$247.00",TRUE,7,5,5,5,5,5,4.71,4.71,TRUE
"8848",24122151,"North Hollywood",34.19499,-118.39078,"Private room",1,"$43.00",TRUE,29,4.69,4.69,4.62,4.93,4.97,4.45,4.72,FALSE
"8849",24355057,"Topanga",34.09127,-118.60038,"Entire home/apt",2,"$101.00",TRUE,88,4.89,4.9,4.84,4.97,4.94,4.91,4.78,FALSE
"8850",24356579,"Burbank",34.16356,-118.30923,"Private room",1,"$75.00",FALSE,3,5,5,5,5,5,5,4.5,FALSE
"8851",24357349,"Harbor Gateway",33.82165,-118.3085,"Entire home/apt",2,"$56.00",TRUE,17,4.71,4.76,4.88,4.82,4.71,4.71,4.71,TRUE
"8852",24308608,"Long Beach",33.77495,-118.18224,"Entire home/apt",4,"$72.00",TRUE,79,4.7,4.84,4.68,4.8,4.87,4.52,4.67,TRUE
"8853",24122550,"North Hollywood",34.19502,-118.39346,"Private room",2,"$48.00",TRUE,16,4.31,4.69,4.25,4.69,4.75,4.25,4.56,FALSE
"8854",24309488,"Norwalk",33.89973,-118.08934,"Entire home/apt",12,"$544.00",TRUE,67,4.91,4.94,4.93,4.99,4.96,4.9,4.91,TRUE
"8855",24359310,"Long Beach",33.77269,-118.19554,"Private room",2,"$65.00",TRUE,72,4.96,5,4.92,4.97,5,4.79,4.94,FALSE
"8856",24122635,"Altadena",34.17676,-118.10152,"Entire home/apt",3,"$108.00",TRUE,228,4.98,5,4.96,4.99,4.97,4.97,4.98,TRUE
"8857",24360000,"Sawtelle",34.03649,-118.4598,"Private room",1,"$46.00",TRUE,3,4,3.67,3,4.67,4.33,5,4.67,TRUE
"8858",24371034,"Pasadena",34.14188,-118.11121,"Entire home/apt",5,"$389.00",TRUE,68,4.99,5,5,5,5,4.94,4.89,TRUE
"8859",24310251,"Mid-Wilshire",34.05848,-118.34639,"Entire home/apt",3,"$101.00",TRUE,66,4.77,4.77,4.82,4.88,4.83,4.8,4.71,FALSE
"8860",24122705,"North Hollywood",34.19499,-118.39221,"Private room",3,"$54.00",TRUE,46,4.52,4.72,4.48,4.76,4.78,4.33,4.63,FALSE
"8861",24124463,"Long Beach",33.7614,-118.13379,"Entire home/apt",2,"$199.00",TRUE,267,4.76,4.9,4.98,5,4.93,4.95,4.93,TRUE
"8862",24131257,"Atwater Village",34.12025,-118.26612,"Entire home/apt",2,"$139.00",TRUE,30,4.97,4.97,5,4.9,5,4.97,4.93,FALSE
"8863",24310531,"Mid-Wilshire",34.05332,-118.35448,"Entire home/apt",2,"$239.00",TRUE,63,4.95,5,5,5,5,5,5,TRUE
"8864",24371986,"Avalon",33.34198,-118.32599,"Entire home/apt",6,"$395.00",TRUE,123,4.9,4.94,4.93,4.97,4.97,4.98,4.82,TRUE
"8865",24137932,"Sawtelle",34.0342,-118.46108,"Entire home/apt",2,"$87.00",TRUE,42,5,4.95,5,5,5,4.95,4.98,FALSE
"8866",24375796,"Silver Lake",34.0868,-118.28021,"Entire home/apt",6,"$175.00",TRUE,54,5,5,5,5,5,4.98,4.96,FALSE
"8867",24376654,"Arcadia",34.15192,-118.05827,"Entire home/apt",8,"$614.00",TRUE,68,4.84,4.95,4.58,4.84,4.84,4.95,4.68,FALSE
"8868",24376658,"Diamond Bar",33.99925,-117.79003,"Private room",3,"$40.00",TRUE,98,4.83,4.9,4.83,4.94,4.9,4.84,4.89,FALSE
"8869",24310637,"Hollywood",34.10115,-118.34342,"Entire home/apt",6,"$442.00",TRUE,142,4.82,4.91,4.76,4.96,4.98,4.9,4.79,FALSE
"8870",24310821,"Long Beach",33.77499,-118.18433,"Entire home/apt",4,"$71.00",TRUE,100,4.72,4.78,4.72,4.88,4.9,4.47,4.56,TRUE
"8871",24138552,"Redondo Beach",33.87281,-118.37386,"Private room",1,"$99.00",TRUE,6,5,5,5,5,5,5,4.83,FALSE
"8872",24311004,"Sylmar",34.30519,-118.45213,"Private room",2,"$40.00",FALSE,3,5,5,5,5,5,4,5,FALSE
"8873",24311860,"Long Beach",33.76683,-118.1749,"Private room",2,"$200.00",TRUE,1,5,5,4,5,5,5,5,TRUE
"8874",24312108,"Long Beach",33.7651,-118.17341,"Entire home/apt",2,"$193.00",TRUE,46,4.3,4.24,4,4.57,4.65,4.89,4.26,TRUE
"8875",24312355,"Venice",33.99771,-118.47359,"Entire home/apt",2,"$185.00",TRUE,49,4.86,4.9,4.92,5,4.9,4.98,4.71,FALSE
"8876",24376840,"Long Beach",33.76667,-118.18671,"Entire home/apt",2,"$101.00",TRUE,60,4.8,4.92,4.77,4.87,4.93,4.97,4.82,FALSE
"8877",24377622,"Eagle Rock",34.13901,-118.20778,"Hotel room",2,"$108.00",TRUE,35,4.17,4.43,4.29,4.51,4.43,4.54,4.06,TRUE
"8878",24377650,"Eagle Rock",34.14106,-118.18257,"Private room",4,"$139.00",TRUE,5,4.4,4.2,3.8,5,5,4.8,3.8,TRUE
"8879",24157910,"Playa Vista",33.97537,-118.41164,"Entire home/apt",3,"$160.00",TRUE,1,5,5,5,5,5,5,4,TRUE
"8880",24380480,"Pomona",34.10867,-117.737,"Entire home/apt",10,"$304.00",TRUE,54,4.48,4.66,4.23,4.96,4.91,4.92,4.66,FALSE
"8881",24314034,"Inglewood",33.94389,-118.351,"Entire home/apt",5,"$174.00",TRUE,183,4.84,4.89,4.85,4.95,4.86,4.61,4.82,FALSE
"8882",24328298,"Torrance",33.79503,-118.33872,"Private room",2,"$59.00",TRUE,223,4.65,4.81,4.57,4.78,4.85,4.82,4.74,FALSE
"8883",24330571,"Beverly Hills",34.06135,-118.4027,"Hotel room",4,"$619.00",TRUE,1,5,5,5,5,5,5,5,TRUE
"8884",24330883,"Industry",33.99032,-117.91629,"Entire home/apt",5,"$99.00",TRUE,36,4.47,4.63,4.78,4.66,4.69,4.66,4.59,FALSE
"8885",24331897,"El Monte",34.07957,-118.04927,"Entire home/apt",11,"$138.00",TRUE,103,4.6,4.73,4.58,4.83,4.88,4.5,4.65,FALSE
"8886",24158891,"Long Beach",33.78145,-118.15179,"Entire home/apt",4,"$173.00",TRUE,36,4.83,4.83,4.69,4.86,4.91,4.89,4.77,FALSE
"8887",24333907,"Larchmont",34.0796,-118.31325,"Private room",2,"$200.00",FALSE,2,5,5,5,5,5,5,5,FALSE
"8888",24381438,"Azusa",34.13207,-117.90489,"Entire home/apt",6,"$216.00",TRUE,96,4.67,4.77,4.82,4.69,4.71,4.63,4.7,TRUE
"8889",24159311,"Hollywood",34.10444,-118.31317,"Private room",2,"$50.00",TRUE,72,4.94,4.92,4.93,4.92,4.97,4.89,4.89,FALSE
"8890",24159511,"View Park-Windsor Hills",33.99214,-118.34528,"Private room",2,"$113.00",TRUE,5,4.67,4.33,4.33,4.67,5,5,4,FALSE
"8891",24388975,"Long Beach",33.76699,-118.18195,"Entire home/apt",2,"$133.00",TRUE,204,4.85,4.91,4.89,4.99,4.98,4.74,4.72,TRUE
"8892",24162320,"Valley Glen",34.18953,-118.42363,"Entire home/apt",7,"$128.00",TRUE,167,4.83,4.9,4.78,4.95,4.9,4.75,4.75,TRUE
"8893",24336890,"Long Beach",33.77336,-118.1822,"Entire home/apt",4,"$72.00",TRUE,73,4.58,4.58,4.48,4.77,4.71,4.32,4.38,TRUE
"8894",24337361,"Long Beach",33.77361,-118.18229,"Entire home/apt",4,"$69.00",TRUE,104,4.68,4.75,4.66,4.78,4.83,4.41,4.61,TRUE
"8895",24391131,"Venice",33.99754,-118.45488,"Entire home/apt",4,"$364.00",TRUE,91,4.99,5,4.92,4.96,5,5,4.81,FALSE
"8896",24391320,"Long Beach",33.76758,-118.18301,"Entire home/apt",2,"$131.00",TRUE,114,4.79,4.87,4.82,4.97,4.96,4.76,4.67,TRUE
"8897",24392506,"Atwater Village",34.11861,-118.25518,"Entire home/apt",5,"$275.00",TRUE,3,5,5,5,5,5,5,5,TRUE
"8898",24162501,"Hollywood",34.10163,-118.32834,"Hotel room",2,"$70.00",TRUE,14,4.5,4.71,4.43,4.93,4.93,4.93,4.64,TRUE
"8899",24163462,"Venice",33.99345,-118.45071,"Entire home/apt",6,"$524.00",TRUE,13,4.77,4.92,4.54,4.62,4.92,4.85,4.77,FALSE
"8900",24392992,"East Los Angeles",34.00898,-118.12882,"Entire home/apt",4,"$115.00",TRUE,97,4.75,4.8,4.86,4.91,4.79,4.79,4.72,FALSE
"8901",24393175,"Downtown",34.03846,-118.26851,"Entire home/apt",2,"$65.00",TRUE,96,4.55,4.58,4.79,4.78,4.73,4.53,4.59,FALSE
"8902",24396824,"Highland Park",34.10888,-118.18986,"Entire home/apt",2,"$82.00",TRUE,11,4.82,4.91,4.91,5,4.91,4.91,4.82,TRUE
"8903",24471007,"Long Beach",33.77417,-118.18429,"Entire home/apt",4,"$69.00",TRUE,73,4.45,4.55,4.63,4.77,4.78,4.4,4.38,TRUE
"8904",24163575,"Hollywood",34.10032,-118.33014,"Hotel room",1,"$50.00",TRUE,21,4.05,4.43,4.24,4.67,4.48,4.71,4.24,TRUE
"8905",24170104,"Sawtelle",34.03677,-118.45793,"Private room",2,"$70.00",TRUE,4,4.5,5,4,5,5,5,4.25,FALSE
"8906",24182577,"Lakewood",33.84522,-118.06076,"Entire home/apt",6,"$127.00",TRUE,89,4.88,4.96,4.72,4.94,4.94,4.96,4.94,TRUE
"8907",24397445,"Mar Vista",33.99909,-118.43203,"Private room",2,"$60.00",TRUE,2,5,5,5,5,5,5,5,FALSE
"8908",24397666,"Hermosa Beach",33.87468,-118.4077,"Entire home/apt",2,"$236.00",TRUE,23,4.65,4.91,4.65,5,5,4.96,4.7,FALSE
"8909",24183127,"Unincorporated Santa Monica Mountains",34.08728,-118.88081,"Entire home/apt",2,"$256.00",TRUE,33,5,5,4.94,5,5,5,4.88,FALSE
"8910",24398574,"Beverly Hills",34.09062,-118.41515,"Entire home/apt",9,"$1,499.00",FALSE,1,5,4,5,5,5,5,5,FALSE
"8911",24398599,"Beverly Grove",34.0666112403593,-118.372620983171,"Entire home/apt",7,"$1,008.00",TRUE,67,4.97,4.99,4.97,5,5,4.99,4.78,FALSE
"8912",24187393,"Arcadia",34.13179,-118.02591,"Entire home/apt",4,"$98.00",TRUE,9,4.89,5,5,5,5,5,4.89,FALSE
"8913",24476440,"Long Beach",33.77568,-118.183,"Entire home/apt",4,"$72.00",TRUE,137,4.55,4.62,4.69,4.63,4.77,4.43,4.59,TRUE
"8914",24477048,"Rowland Heights",33.98993,-117.91942,"Entire home/apt",3,"$115.00",TRUE,56,4.7,4.79,4.75,4.79,4.89,4.89,4.77,FALSE
"8915",24188708,"West Adams",34.03013,-118.33989,"Entire home/apt",3,"$125.00",TRUE,45,4.93,4.98,4.91,4.98,4.96,4.78,4.93,FALSE
"8916",24479226,"Alhambra",34.07604,-118.12836,"Entire home/apt",4,"$184.00",TRUE,210,4.92,4.95,4.9,4.97,4.97,4.91,4.85,TRUE
"8917",24406536,"Topanga",34.11664,-118.59161,"Entire home/apt",5,"$375.00",TRUE,9,4.89,5,4.67,5,5,4.89,5,FALSE
"8918",24190667,"North El Monte",34.10131,-118.0206,"Private room",1,"$68.00",TRUE,4,5,5,5,5,5,5,5,FALSE
"8919",24406794,"Altadena",34.19335,-118.14692,"Private room",1,"$48.00",TRUE,71,4.68,4.56,4.44,4.77,4.77,4.72,4.73,TRUE
"8920",24408761,"Encino",34.16568,-118.51654,"Entire home/apt",4,"$279.00",TRUE,2,4.5,5,5,5,5,4.5,4.5,FALSE
"8921",24479521,"Del Rey",33.98968,-118.43411,"Entire home/apt",2,"$95.00",TRUE,181,4.85,4.88,4.78,4.97,4.97,4.86,4.78,TRUE
"8922",24484165,"Woodland Hills",34.17767,-118.59843,"Entire home/apt",3,"$85.00",FALSE,3,4,5,3.67,5,5,5,3.67,FALSE
"8923",24491994,"Mid-Wilshire",34.05147,-118.35476,"Entire home/apt",2,"$88.00",TRUE,5,5,5,4.5,5,5,5,5,FALSE
"8924",24198391,"Redondo Beach",33.87544,-118.37393,"Entire home/apt",8,"$350.00",TRUE,7,4.86,4.86,4.57,5,5,4.71,5,TRUE
"8925",24204542,"Inglewood",33.97832,-118.34029,"Entire home/apt",3,"$140.00",TRUE,117,4.7,4.82,4.71,4.77,4.85,4.55,4.63,FALSE
"8926",24492121,"Venice",33.99764,-118.45438,"Entire home/apt",4,"$625.00",TRUE,17,4.94,5,4.94,5,5,5,4.71,FALSE
"8927",24205273,"North Hollywood",34.18205,-118.38082,"Private room",1,"$73.00",TRUE,18,4.78,4.83,4.72,4.83,4.94,4.78,4.61,FALSE
"8928",24494099,"Santa Monica",34.00734,-118.47,"Entire home/apt",2,"$215.00",TRUE,185,5,5,5,4.98,5,4.94,4.9,FALSE
"8929",24496475,"San Pasqual",34.14154,-118.10896,"Entire home/apt",4,"$110.00",TRUE,209,4.71,4.77,4.77,4.89,4.88,4.74,4.75,FALSE
"8930",24409397,"Burbank",34.15746,-118.31818,"Entire home/apt",3,"$160.00",TRUE,154,4.97,4.97,4.92,5,4.99,4.99,4.95,TRUE
"8931",24607604,"Pico-Robertson",34.05498,-118.37882,"Entire home/apt",2,"$79.00",TRUE,57,4.51,4.51,4.75,4.75,4.74,4.79,4.47,TRUE
"8932",24410270,"Hollywood Hills West",34.09277,-118.39127,"Entire home/apt",6,"$995.00",TRUE,26,4.85,4.81,4.58,4.88,4.92,5,4.69,FALSE
"8933",24411015,"Silver Lake",34.10951,-118.2656,"Private room",2,"$65.00",TRUE,12,5,5,5,5,5,4.9,5,TRUE
"8934",24497785,"Long Beach",33.77569,-118.1824,"Entire home/apt",4,"$73.00",TRUE,70,4.53,4.73,4.76,4.74,4.61,4.39,4.59,TRUE
"8935",24610807,"Arcadia",34.13087,-118.05248,"Entire home/apt",6,"$229.00",TRUE,26,4.54,4.54,4.38,4.88,4.62,4.92,4.31,TRUE
"8936",24498281,"Los Feliz",34.11163,-118.28532,"Entire home/apt",3,"$200.00",TRUE,4,5,5,5,5,5,5,4.75,FALSE
"8937",24411882,"North Hills",34.25473,-118.49094,"Private room",2,"$68.00",TRUE,37,4.54,4.57,4.27,4.7,4.65,4.81,4.49,FALSE
"8938",24411940,"Fairfax",34.07664,-118.35316,"Entire home/apt",2,"$120.00",TRUE,14,5,5,5,5,5,5,5,TRUE
"8939",24412624,"Beverly Grove",34.08247,-118.36403,"Entire home/apt",2,"$250.00",TRUE,41,4.85,4.92,4.92,4.96,4.96,4.88,4.75,FALSE
"8940",24413353,"Carthay",34.06125,-118.36429,"Entire home/apt",2,"$129.00",TRUE,136,4.84,4.93,4.79,4.91,4.93,4.97,4.84,TRUE
"8941",24618278,"Silver Lake",34.08152,-118.28115,"Entire home/apt",5,"$100.00",TRUE,41,4.73,4.73,4.93,4.88,4.93,4.85,4.56,TRUE
"8942",24419709,"Pico Rivera",33.99992,-118.0766,"Entire home/apt",8,"$154.00",TRUE,186,4.78,4.78,4.72,4.96,4.96,4.76,4.73,FALSE
"8943",24499270,"Westwood",34.05107,-118.43895,"Entire home/apt",2,"$145.00",TRUE,107,4.97,5,4.98,4.98,5,4.97,4.88,TRUE
"8944",24623109,"Silver Lake",34.07607,-118.27547,"Entire home/apt",4,"$302.00",TRUE,34,4.91,5,4.89,4.83,5,4.89,4.94,FALSE
"8945",24499682,"View Park-Windsor Hills",33.99009,-118.35434,"Private room",2,"$91.00",TRUE,28,4.96,5,4.96,4.96,4.96,4.93,4.93,FALSE
"8946",24501155,"Culver City",34.01582,-118.40746,"Entire home/apt",4,"$200.00",TRUE,4,5,5,5,5,5,5,5,TRUE
"8947",24427118,"Downtown",34.04354,-118.26095,"Entire home/apt",4,"$249.00",FALSE,23,4.89,4.89,5,5,4.95,5,4.89,FALSE
"8948",24627222,"Long Beach",33.7683,-118.1871,"Hotel room",2,"$289.00",TRUE,7,4.57,4.57,5,4.71,4.71,4.71,3.86,TRUE
"8949",24627588,"Alhambra",34.0926,-118.13064,"Entire home/apt",4,"$109.00",FALSE,19,4.95,4.84,4.95,5,4.95,4.95,4.89,FALSE
"8950",24428595,"South San Gabriel",34.03748,-118.0755,"Entire home/apt",4,"$102.00",TRUE,128,4.74,4.81,4.66,4.96,4.97,4.74,4.74,FALSE
"8951",24504613,"Eagle Rock",34.11895,-118.21347,"Entire home/apt",4,"$165.00",TRUE,22,5,5,5,5,5,5,4.95,FALSE
"8952",24504969,"Mid-Wilshire",34.05175,-118.35782,"Entire home/apt",2,"$130.00",TRUE,135,4.99,4.97,4.98,4.99,4.99,4.97,4.92,TRUE
"8953",24430277,"Hollywood Hills",34.10914,-118.32932,"Entire home/apt",6,"$125.00",TRUE,53,4.96,5,4.93,4.8,4.95,4.85,4.9,TRUE
"8954",24627653,"Sherman Oaks",34.15627,-118.42801,"Private room",2,"$89.00",TRUE,4,5,4.75,4.5,5,5,4.75,4.5,FALSE
"8955",24442093,"Echo Park",34.09442,-118.25007,"Entire home/apt",4,"$156.00",TRUE,9,4,4,4.11,3.89,3.67,4,4.11,FALSE
"8956",24514994,"Hollywood",34.09799,-118.31744,"Entire home/apt",11,"$139.00",TRUE,40,4.67,4.77,4.72,4.85,4.82,4.85,4.74,FALSE
"8957",24516318,"Burbank",34.15249,-118.33591,"Entire home/apt",4,"$264.00",TRUE,179,4.91,4.96,4.98,4.98,4.96,4.93,4.87,TRUE
"8958",24629737,"Venice",33.98495,-118.47045,"Entire home/apt",4,"$220.00",TRUE,2,5,5,5,5,5,5,5,FALSE
"8959",24630396,"Arcadia",34.12526,-118.06735,"Entire home/apt",6,"$160.00",TRUE,5,4.6,4.8,4.8,5,5,5,4.8,FALSE
"8960",24518030,"Downtown",34.04829,-118.24852,"Entire home/apt",4,"$98.00",TRUE,13,4.54,4.08,4.77,4.92,5,4.54,4.62,TRUE
"8961",24443104,"South San Gabriel",34.03774,-118.07671,"Entire home/apt",4,"$96.00",TRUE,119,4.69,4.82,4.73,4.95,4.87,4.69,4.85,FALSE
"8962",24443147,"South San Gabriel",34.03746,-118.0755,"Entire home/apt",8,"$149.00",TRUE,183,4.58,4.73,4.48,4.93,4.92,4.81,4.74,FALSE
"8963",24445091,"West Hollywood",34.08335,-118.38753,"Entire home/apt",2,"$109.00",TRUE,23,5,4.96,4.7,4.87,4.96,5,4.96,FALSE
"8964",24449883,"Hollywood",34.09435,-118.34166,"Entire home/apt",2,"$153.00",TRUE,166,4.88,4.94,4.88,4.95,4.93,4.9,4.81,FALSE
"8965",24451896,"Alhambra",34.09255,-118.13145,"Entire home/apt",6,"$206.00",TRUE,201,4.78,4.83,4.67,4.97,4.86,4.88,4.8,FALSE
"8966",24451977,"Culver City",34.01662,-118.40714,"Entire home/apt",4,"$250.00",TRUE,5,5,5,5,4.8,5,5,5,FALSE
"8967",24633187,"Pacific Palisades",34.04586,-118.5563,"Entire home/apt",12,"$1,833.00",TRUE,9,5,4.89,4.89,4.88,5,5,4.88,FALSE
"8968",24520864,"Harbor Gateway",33.88324,-118.28789,"Entire home/apt",2,"$127.00",TRUE,34,4.82,5,4.94,4.94,4.97,4.59,4.94,TRUE
"8969",24521529,"Hollywood Hills",34.10592,-118.32457,"Entire home/apt",2,"$149.00",FALSE,9,4.33,4.56,4.22,4.67,4.78,4.78,4.44,FALSE
"8970",24521578,"Long Beach",33.77561,-118.18229,"Entire home/apt",4,"$66.00",TRUE,120,4.58,4.74,4.63,4.84,4.79,4.3,4.5,TRUE
"8971",24452045,"Inglewood",33.97335,-118.34802,"Entire home/apt",4,"$90.00",TRUE,337,4.96,4.98,4.96,4.97,4.96,4.84,4.92,TRUE
"8972",24633467,"Downtown",34.04573,-118.25099,"Entire home/apt",6,"$199.00",TRUE,90,4.78,4.87,4.78,4.84,4.87,4.72,4.63,TRUE
"8973",24633671,"West Hollywood",34.07965,-118.38702,"Entire home/apt",6,"$192.00",TRUE,215,4.78,4.87,4.76,4.91,4.71,4.96,4.78,FALSE
"8974",24452505,"Glendale",34.16425,-118.25492,"Private room",1,"$75.00",TRUE,17,4.94,4.94,4.94,4.81,4.94,4.94,4.94,FALSE
"8975",24453496,"Downtown",34.03824,-118.26907,"Entire home/apt",2,"$65.00",TRUE,59,4.53,4.64,4.64,4.81,4.76,4.63,4.63,FALSE
"8976",24522507,"Long Beach",33.77338,-118.1823,"Entire home/apt",4,"$72.00",TRUE,92,4.46,4.65,4.62,4.73,4.82,4.48,4.45,TRUE
"8977",24522582,"Arcadia",34.10953,-118.04053,"Private room",4,"$119.00",TRUE,14,4.93,4.93,4.93,5,5,5,4.93,FALSE
"8978",24634280,"Topanga",34.11369,-118.59034,"Entire home/apt",7,"$396.00",TRUE,75,4.89,4.83,4.83,5,4.92,4.97,4.8,FALSE
"8979",24522793,"Long Beach",33.77356,-118.18277,"Entire home/apt",4,"$71.00",TRUE,101,4.41,4.67,4.5,4.68,4.56,4.35,4.3,TRUE
"8980",24522797,"Long Beach",33.77382,-118.18231,"Entire home/apt",4,"$71.00",TRUE,85,4.55,4.74,4.74,4.79,4.74,4.52,4.49,TRUE
"8981",24526272,"Long Beach",33.75593,-118.13523,"Entire home/apt",3,"$80.00",FALSE,5,4.2,4.6,3.8,5,5,5,4.6,FALSE
"8982",24453964,"Inglewood",33.94293,-118.34862,"Entire home/apt",5,"$150.00",TRUE,197,4.74,4.83,4.81,4.94,4.86,4.63,4.75,FALSE
"8983",24634935,"Venice",33.99201,-118.46021,"Entire home/apt",6,"$800.00",TRUE,7,5,5,4.8,4.8,5,5,4.8,FALSE
"8984",24454856,"Woodland Hills",34.16979,-118.62123,"Entire home/apt",3,"$78.00",FALSE,2,5,5,5,5,5,5,4.5,FALSE
"8985",24635100,"Lancaster",34.66807,-118.10634,"Private room",1,"$33.00",TRUE,11,5,5,5,5,5,5,5,FALSE
"8986",24455673,"Van Nuys",34.1748,-118.4608,"Entire home/apt",2,"$99.00",TRUE,184,4.98,4.98,4.96,5,5,4.97,4.96,FALSE
"8987",24533937,"Val Verde",34.44841,-118.65397,"Entire home/apt",4,"$136.00",TRUE,301,4.85,4.92,4.9,4.96,4.95,4.79,4.86,FALSE
"8988",24537983,"Vincent",34.09943,-117.92498,"Entire home/apt",6,"$98.00",FALSE,2,5,5,5,4,5,5,5,FALSE
"8989",24539962,"Beverly Hills",34.0838,-118.4,"Entire home/apt",16,"$2,995.00",TRUE,12,4.18,4.36,4.18,4.36,4.18,4.55,4.36,TRUE
"8990",24636130,"Hollywood",34.10409,-118.33142,"Entire home/apt",4,"$260.00",TRUE,24,4.71,4.75,4.71,4.96,4.92,4.92,4.71,TRUE
"8991",24637265,"Diamond Bar",33.98136,-117.84609,"Entire home/apt",4,"$170.00",TRUE,9,4.89,4.78,4.78,5,4.67,4.89,4.78,FALSE
"8992",24540756,"Inglewood",33.94494,-118.36388,"Hotel room",4,"$126.00",TRUE,91,4.51,4.53,4.52,4.84,4.73,4.58,4.35,TRUE
"8993",24456669,"Glassell Park",34.11834,-118.22794,"Private room",1,"$46.00",TRUE,21,4.9,4.81,4.86,4.95,4.86,4.67,4.76,FALSE
"8994",24648080,"East Hollywood",34.08669,-118.2967,"Entire home/apt",2,"$69.00",TRUE,47,4.68,4.7,4.7,4.77,4.74,4.62,4.62,TRUE
"8995",24648329,"Azusa",34.14919,-117.90332,"Private room",2,"$74.00",TRUE,21,4.48,4.57,4.71,4.86,4.57,4.86,4.67,TRUE
